-0.092563726	-0.17740193	-0.062196113	-0.19286239	-0.11252616	0.30064654	0.04590177	-0.025069758	-0.07424953	0.026886802	0.09884423	0.19381753	0.051127084	-0.021507569	-0.0052433726	0.39870608
-0.14079438	-0.19805059	-0.040116336	-0.15093176	0.029995136	0.22459674	0.0036347825	0.006510928	-0.09313259	0.12733045	0.057847735	0.14463297	0.09358606	0.10800153	-0.021098146	0.29658476
-0.091097444	-0.13080876	-0.027488066	-0.10579995	-0.08843544	0.22660552	0.05143416	0.008491283	0.0014680224	-0.022602579	0.11003711	0.15936293	0.02344858	0.009304276	0.064106695	0.2537495
-0.018006237	-0.04857343	-0.12170783	-0.09966037	-0.08268624	0.2996659	0.099002264	-0.090941206	0.020067405	-0.1022841	0.20580326	0.012547242	-0.004308904	-0.10038609	0.1264697	0.34030607
-0.020425983	-0.09537707	-0.13220333	-0.14020164	-0.062926054	0.18562193	0.041531313	-0.06269964	0.0089717265	-0.060886275	0.07001535	0.06962744	-0.0436791	-0.00022572113	0.07043508	0.29473615
-0.09731066	-0.15377693	-0.0029714932	-0.07863938	-0.025450218	0.19316263	0.03779115	-0.042777807	-0.06078064	0.067037314	0.09224036	0.16927741	0.054884207	0.054810617	-0.01023207	0.26400983
-0.03008514	-0.06765471	-0.09954397	-0.023852544	-0.10927626	0.24133621	0.08082117	-0.10960316	0.028547714	-0.07621571	0.12794329	0.035318907	-0.03627122	-0.047886845	0.02443187	0.1889232
-0.41877785	-0.38969824	0.33268142	-0.39501533	0.38035452	-0.018175958	-0.38518763	0.4424992	-0.40158254	0.37589753	-0.33622158	0.47490638	0.32712963	0.3879223	-0.35601112	0.09572522
-0.10978499	-0.11043598	-0.051832784	-0.07402845	-0.019531703	0.25436765	0.09447991	-0.01085983	-0.069801204	-0.02023068	0.12408753	0.15547784	0.05274339	-0.052492037	-0.0008946017	0.25583506
-0.1322061	-0.15245815	0.056399032	-0.16790193	0.073748946	0.03183735	-0.12084477	0.15194778	-0.18914235	0.13913895	-0.03700147	0.23022798	0.12196188	0.072169624	-0.06446118	0.07719568
0.062125996	0.022173915	-0.1365789	0.012568964	-0.09572388	0.3111208	0.11631711	-0.067686066	0.083406426	-0.049033336	0.11332148	0.0559296	-0.029218445	-0.05563658	0.13666603	0.30154032
